"FON KODU"	"FON ADI"	"KATEGORİ"	"ALT KATEGORİ"	"FİYAT"	"RİSK DEĞERİ"	"GÜNLÜK"	"HAFTALIK"	"1AY"	"3AY"	"YBB"	"6AY"	"1YIL"	"3YIL"	"5YIL"	"STANDART SAPMA"	"DEĞİŞKENLİK KATSAYISI"	"SHARPE"	"AŞAĞI YÖNLÜ RİSK"	"NEGATİF GETİRİLİ GÜN SAYISI"	"NEGATİF GETİRİLİ GÜN ORANI"	"MAKSİMUM KAYIP"	"FONUN YAŞI"	"PORTFÖY BÜYÜKLÜĞÜ"	"YATIRIMCI SAYISI"	"YÖNETİM ÜCRETİ"	"AZAMİ FON İŞLETİM GİDERİ"	"TEDAVÜLDEKİ PAY ADETİ"	"DOLULUK ORANI"	"ALIŞ VALÖRÜ"	"SATIŞ VALÖRÜ"	"MİNİMUM ALIŞ MİKTARI"	"MAXİMUM ALIŞ MİKTARI"	"MİNİMUM SATIŞ MİKTARI"	"MAXİMUM SATIŞ MİKTARI"	"BANKA BONOSU"	"BYF KATILMA PAYI"	"DEVLET TAHVİLİ"	"DİĞER"	"DÖVİZ KAMU İÇ BORÇLANMA ARACI"	"DÖVİZ ÖDEMELİ BONO"	"DÖVİZ ÖDEMELİ TAHVİL"	"EUROBONDS"	"FİNANSMAN BONOSU"	"FON KATILMA BELGESİ"	"GAYRİMENKUL SERTİFİKASI"	"GAYRİMENKUL YATIRIM FON KATILMA PAYI"	"GİRİŞİM YATIRIM FON KATILMA PAYI"	"HAZİNE BONOSU"	"HİSSE SENEDİ"	"KAMU DIŞ BORÇLANMA ARACI"	"KAMU KİRA SERTİFİKASI"	"KAMU KİRA SERTİFİKASI DÖVİZ"	"KAMU KİRA SERTİFİKASI TL"	"KAMU YURT DIŞI KİRA SERTİFİKASI"	"KATILIM HESABI"	"KATILIM HESABI ALTIN"	"KATILIM HESABI DÖVİZ"	"KATILIM HESABI TL"	"KIYMETLİ MADEN"	"KIYMETLİ MADEN CİNSİNDEN BYF"	"KIYMETLİ MADEN KAMU BORÇLANMA ARACI"	"KIYMETLİ MADEN KAMU KİRA SERTİFİKASI"	"MEVDUAT ALTIN"	"MEVDUAT DÖVİZ"	"MEVDUAT TL"	"ÖZEL SEKTÖR YURT DIŞI KİRA SERTİFİKASI"	"ÖZEL SEKTÖR DIŞ BORÇ ARACI"	"ÖZEL SEKTÖR KİRA SERTİFİKASI"	"ÖZEL SEKTÖR TAHVİLİ"	"REPO"	"TAKASBANK PARA PİYASASI"	"TERS REPO"	"TÜREV ARACI"	"VADELİ İŞLEMLER NAKİT TEMİNATI"	"VADELİ MEVDUAT"	"VARLIĞA DAYALI MENKUL KIYMET"	"YABANCI BORÇLANMA ARACI"	"YABANCI BORSA YATIRIM FONU"	"YABANCI HİSSE SENEDİ"	"YABANCI KAMU BORÇLANMA ARACI"	"YABANCI MENKUL KIYMET"	"YABANCI ÖZEL SEKTÖR BORÇLANMA ARACI"	"YATIRIM FONLARI KATILMA PAYI"
"OUB"	"Osmanlı Portföy Üçüncü Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"3.364973"	"3"	"0.0883"	"0.9428"	"4.5647"	"13.0136"	"54.5026"	"30.0875"	"61.4894"	"N/A"	"N/A"	"3.23"	"0.05"	"0.44"	"1.23"	"32"	"12.80"	"-0.81"	"2"	"421527545"	"15"	"0.50"	""	"125269223"	"62.63"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	"0.70"	"2.30"	"4.81"	""	""	""	""	"33.24"	""	""	""	""	""	"18.82"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.04"	""	""	"3.15"	"15.19"	""	"16.72"	""	""	"1.87"	""	"2.16"	""	""	""	""	""	""	""
"OVR"	"QNB Finans Portföy Fagi Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"45.392759"	"6"	"-0.3628"	"-0.2429"	"0.0285"	"5.3617"	"25.7539"	"11.9599"	"33.6588"	"N/A"	"N/A"	"3.76"	"0.11"	"-7.02"	"2.18"	"58"	"23.20"	"-1.47"	"2"	"317508277"	"1"	"0.25"	""	"6994690"	"0.70"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"31.89"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"61.16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.95"	""
"OVT"	"QNB Finans Portföy DCD Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"50.416489"	"6"	"-0.3042"	"-0.1317"	"0.9749"	"1.8669"	"26.4972"	"11.8584"	"39.3099"	"N/A"	"N/A"	"8.01"	"0.20"	"-2.59"	"3.90"	"22"	"8.80"	"-3.76"	"2"	"474352862"	"1"	"0.40"	""	"9408685"	"0.94"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"61.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	"28.86"	""	""	"9.77"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"PPS"	"Phillip Portföy Birinci Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"1.812779"	"6"	"1.3273"	"-1.4466"	"-0.2197"	"16.3447"	"25.3136"	"13.6263"	"36.8017"	"N/A"	"N/A"	"12.27"	"0.33"	"-1.90"	"8.41"	"88"	"35.20"	"-8.43"	"2"	"100592813"	"62"	"2.50"	""	"55490948"	"11.10"	"1"	"3"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.90"	""	""	""	""	"79.11"	""	""	""	"14.99"
"PRZ"	"Rota Portföy Poyraz Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"3.383681"	"6"	"3.0340"	"0.5963"	"1.8093"	"-3.7085"	"21.7054"	"-6.0265"	"26.9510"	"N/A"	"N/A"	"16.43"	"0.61"	"-2.02"	"10.38"	"117"	"46.80"	"-15.87"	"2"	"65211928"	"1"	"0.25"	""	"19272482"	"3.85"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	"3.40"	"32.46"	""	""	""	""	""	""	""	""	""	"63.15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.98"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.01"
"PTG"	"Azimut Portföy Kzy Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"41.474307"	"3"	"-0.2189"	"-0.3593"	"-0.2301"	"4.3413"	"19.3134"	"7.9295"	"31.9664"	"N/A"	"N/A"	"4.12"	"0.13"	"-6.82"	"1.97"	"79"	"31.60"	"-1.42"	"2"	"80833424"	"1"	"0.52"	""	"1949000"	"0.39"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.82"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"98.18"
"PUZ"	"Azimut Portföy Luna Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"5.817704"	"6"	"1.6474"	"0.2402"	"0.5936"	"-2.3539"	"46.5553"	"13.2056"	"46.5880"	"N/A"	"N/A"	"19.36"	"0.42"	"-0.70"	"12.38"	"104"	"41.60"	"-9.91"	"2"	"236667682"	"2"	"1.00"	""	"40680596"	"8.14"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"55.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.97"	""	""	""	""	""	""	""	""	"43.30"
"RCS"	"Rota Portföy CS Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"4.407246"	"6"	"1.9197"	"-1.7061"	"-2.9966"	"-4.4911"	"26.0378"	"-9.7928"	"28.1137"	"N/A"	"N/A"	"22.23"	"0.79"	"-1.44"	"14.75"	"118"	"47.20"	"-19.08"	"2"	"193067813"	"1"	"0.40"	""	"43806908"	"8.76"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	"0.01"	""	""	""	""	""	""	""	""	""	""	"80.65"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.13"	"13.96"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.25"
"RHS"	"Rota Portföy Hisse Senedi (TL) Fon (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Fonları"	"Yerli Hisse Senedi Fonları"	"4.135730"	"6"	"2.8243"	"0.2677"	"-0.3512"	"-6.3002"	"33.1958"	"-3.8214"	"29.4536"	"N/A"	"N/A"	"20.78"	"0.71"	"-1.47"	"14.02"	"113"	"45.20"	"-20.25"	"2"	"264056241"	"2895"	"2.50"	"3.65"	"63847553"	"12.77"	"1"	"2"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	"3.35"	""	""	""	""	""	""	""	""	"5.08"	""	"89.18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.38"	""	""	""	""	""	""	""	""	""	""	"2.01"
"RPE"	"Rota Portföy Ege Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"6.479289"	"6"	"3.6335"	"1.5353"	"2.2967"	"-1.2115"	"25.2222"	"-4.2493"	"39.7480"	"N/A"	"N/A"	"18.88"	"0.47"	"-1.08"	"12.18"	"118"	"47.20"	"-17.68"	"2"	"46209675"	"1"	"0.25"	""	"7131905"	"1.43"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"58.91"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"39.93"	""	""	""	"1.16"
"RPK"	"Rota Portföy Tgk Kar Payı Ödeyen Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"41.535649"	"6"	"-0.2769"	"0.0083"	"0.4237"	"4.2427"	"22.0850"	"9.1887"	"29.8351"	"N/A"	"N/A"	"3.36"	"0.11"	"-8.99"	"1.80"	"56"	"22.40"	"-1.50"	"2"	"112541838"	"5"	"0.40"	""	"2709524"	"0.54"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	"79.95"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"15.89"
"RPN"	"Rota Portföy Nev Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"4.029002"	"6"	"3.1577"	"-1.1407"	"-1.5587"	"-11.4104"	"15.8696"	"-10.3041"	"11.6706"	"N/A"	"N/A"	"20.70"	"1.77"	"-2.34"	"14.65"	"117"	"46.80"	"-24.53"	"2"	"696855597"	"22"	"0.75"	""	"172959865"	"34.59"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	"1.90"	"11.57"	""	""	""	""	""	""	""	""	""	"86.19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.34"
"RPO"	"Rota Portföy Fortis Serbest (TL) Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"4.467901"	"6"	"3.0329"	"-0.2536"	"-0.2906"	"-8.0637"	"33.0843"	"-6.4432"	"34.3142"	"N/A"	"N/A"	"21.59"	"0.63"	"-1.19"	"13.61"	"126"	"50.40"	"-21.40"	"2"	"1085624711"	"3"	"0.20"	""	"242983168"	"48.60"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"70.86"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"17.07"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"12.07"
"RPS"	"Rota Portföy Birinci Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"41.271455"	"6"	"-0.0862"	"0.1226"	"0.4023"	"4.5509"	"22.7952"	"9.6710"	"30.5860"	"N/A"	"N/A"	"3.29"	"0.11"	"-8.97"	"1.73"	"55"	"22.00"	"-1.42"	"2"	"247556957"	"125"	"0.90"	""	"5998261"	"0.60"	"1"	"3"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	"1.14"	"86.58"	""	""	""	""	""	""	""	"3.85"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.24"
"RPT"	"Rota Portföy İkinci Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.461496"	"1"	"0.1373"	"0.9364"	"4.3850"	"13.9632"	"51.1264"	"29.2003"	"61.0302"	"N/A"	"N/A"	"1.80"	"0.03"	"0.53"	"0.00"	"0"	"0.00"	"0.00"	"2"	"303499127"	"164"	"1.00"	""	"123298671"	"24.66"	"1"	"1"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	"1.76"	""	""	""	""	"15.78"	""	""	""	""	""	"10.39"	""	""	""	"0.68"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"38.45"	""	"0.16"	"31.00"	""	""	""	"0.15"	""	""	""	""	""	""	"1.63"
"RPX"	"Rota Portföy Üçüncü Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"41.877837"	"6"	"-0.2951"	"-0.1217"	"0.2073"	"3.3612"	"19.9491"	"8.0253"	"26.6171"	"N/A"	"N/A"	"3.52"	"0.13"	"-9.50"	"2.03"	"67"	"26.80"	"-1.57"	"2"	"54460327"	"17"	"0.50"	""	"1300457"	"0.26"	"1"	"3"	"1500000"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	"98.03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.62"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.35"
"SFA"	"Statech Portföy Alpha Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"6.973789"	""	"0.2009"	"1.1822"	"4.8626"	"17.0906"	"96.8743"	"43.3658"	"117.7776"	"N/A"	"N/A"	"20.70"	"0.18"	"2.79"	"0.83"	"9"	"3.60"	"-0.80"	"2"	"464567764"	"16"	"7.00"	""	"66616265"	"81.16"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"58.35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"41.65"	""	""	""	""	""	""	""	""	""
"TBZ"	"Teb Portföy Sekizinci Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"N/A"	""	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"3.49"	"0.15"	"-10.76"	"2.00"	"43"	"17.20"	"-1.59"	"2"	"N/A"	"N/A"	"0.50"	""	"N/A"	"N/A"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"TCG"	"Teb Portföy Cemay Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"41.575428"	""	"-0.2928"	"-0.0213"	"0.3704"	"4.2110"	"22.2436"	"9.6205"	"29.7655"	"N/A"	"N/A"	"3.44"	"0.12"	"-8.80"	"1.91"	"63"	"25.20"	"-1.45"	"2"	"219496851"	"1"	"0.38"	""	"5279485"	"0.53"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"85.46"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9.58"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.96"
"TGV"	"Tacirler Portföy KG Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"8.345450"	"7"	"4.1031"	"9.8310"	"3.6726"	"-9.2925"	"-11.6264"	"-31.6711"	"-35.3767"	"N/A"	"N/A"	"50.80"	"-1.44"	"-1.88"	"34.74"	"133"	"53.20"	"-59.42"	"2"	"2685721014"	"12"	"0.50"	""	"321818598"	"64.36"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"99.99"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.01"
"TGZ"	"Tacirler Portföy Spica Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.959757"	"3"	"0.0835"	"0.9559"	"3.8656"	"12.6223"	"52.2924"	"28.8566"	"62.9708"	"N/A"	"N/A"	"3.44"	"0.05"	"0.84"	"0.85"	"37"	"14.80"	"-0.47"	"2"	"664572229"	"16"	"0.25"	""	"224536075"	"44.91"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"65.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.02"	""	""	""	""	""	"0.02"	"28.28"	""	"6.68"	""	""	""	""	""	""	""	""	""
"TIT"	"Teb Portföy Yedinci Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"39.013356"	""	"-0.2740"	"0.0940"	"0.4259"	"4.0141"	"20.1898"	"8.8768"	"25.7977"	"N/A"	"N/A"	"3.57"	"0.14"	"-9.61"	"2.08"	"64"	"25.60"	"-1.59"	"2"	"473588858"	"148"	"1.00"	""	"12139147"	"1.21"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"99.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.27"
"TLT"	"Teb Portföy Yahşi Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"44.681531"	""	"-0.3048"	"-0.0619"	"-0.0888"	"5.8110"	"24.6172"	"11.9091"	"35.7902"	"N/A"	"N/A"	"3.90"	"0.11"	"-6.23"	"2.06"	"65"	"26.00"	"-1.34"	"2"	"264347423"	"1"	"0.27"	""	"5916257"	"0.59"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2.46"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"97.48"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.06"
"TMV"	"Tera Portföy Algoritmik Stratejiler Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"1.547887"	"3"	"0.1920"	"-0.5199"	"-0.9052"	"-2.4210"	"16.8897"	"-6.1768"	"15.6330"	"N/A"	"N/A"	"11.99"	"0.77"	"-3.71"	"7.97"	"119"	"47.60"	"-9.49"	"2"	"44562756"	"22"	"2.00"	""	"28789415"	"2.88"	"1"	"3"	"100"	"1000000000"	"100"	"1000000000"	""	""	""	""	""	""	""	""	"9.62"	""	""	""	""	""	"28.03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"55.56"	""	""	""	""	""	""	""	""	"6.79"
"TRN"	"Azimut Portföy Co Hisse Senedi Serbest Özel Fon (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Serbest Fonları"	"Hisse Senedi - Özel Serbest Fon"	"1.402840"	"7"	"4.8030"	"-5.5795"	"-21.9975"	"-44.0992"	"-44.8706"	"-53.4934"	"-63.6938"	"N/A"	"N/A"	"63.21"	"-0.99"	"-1.96"	"50.04"	"121"	"48.40"	"-72.41"	"2"	"512198299"	"1"	"0.15"	""	"365115341"	"12.17"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"277.02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"-177.02"	""	""	""	""	""	""	""	""	""	""	""	""	""
"TTZ"	"Teb Portföy Ege Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"2.465880"	"6"	"1.1765"	"-0.6975"	"-0.5942"	"0.2748"	"23.0591"	"6.8052"	"32.0170"	"N/A"	"N/A"	"15.85"	"0.50"	"-1.77"	"10.08"	"123"	"49.20"	"-8.83"	"2"	"191032414"	"9"	"0.40"	""	"77470292"	"7.75"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62.05"	"30.27"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.68"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"URG"	"Ak Portföy Öpy Beşinci Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"46.951049"	"6"	"-0.1482"	"0.0464"	"0.9863"	"8.8684"	"30.2247"	"15.2366"	"N/A"	"N/A"	"N/A"	"4.00"	"0.12"	"-6.60"	"1.92"	"46"	"21.60"	"-1.37"	"2"	"352262078"	"1"	"0.46"	""	"7502752"	"0.75"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9.88"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62.27"	""	""	""	""	""	""	"6.15"	""	""	""	""	""	""	""	"16.03"	"5.67"
"UYH"	"Ünlü Portföy Dokuzuncu Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.204302"	"3"	"0.2893"	"1.0493"	"4.6181"	"11.2904"	"33.1588"	"21.0549"	"43.1550"	"N/A"	"N/A"	"6.14"	"0.14"	"-2.76"	"3.60"	"59"	"23.60"	"-2.05"	"2"	"510010446"	"10"	"0.60"	""	"231370545"	"23.14"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	"9.71"	"4.29"	""	""	""	""	"8.46"	""	""	""	""	""	"18.45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.12"	""	""	"2.43"	"18.36"	""	"0.07"	"19.83"	""	""	""	"8.28"	""	""	""	""	""	""	""
"VCD"	"Azimut Portföy İkinci Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.655492"	"3"	"-0.1465"	"-0.2776"	"1.7154"	"4.4771"	"66.6037"	"45.7090"	"74.9124"	"N/A"	"N/A"	"30.41"	"0.41"	"0.49"	"2.57"	"54"	"21.60"	"-2.22"	"2"	"316812177"	"14"	"0.10"	""	"119304512"	"23.86"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"
"VCG"	"Azimut Portföy Dördüncü Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"3.023371"	"3"	"1.4671"	"-4.3457"	"-6.2271"	"-1.7417"	"28.7113"	"10.7241"	"37.5736"	"N/A"	"N/A"	"9.08"	"0.24"	"-2.48"	"6.72"	"42"	"16.80"	"-10.42"	"2"	"1405520897"	"16"	"1.57"	""	"464885430"	"46.49"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	"0.08"	""	""	""	""	""	"3.88"	""	""	""	""	""	"64.93"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"28.41"	""	""	""	""	"2.63"	""	""	""	""	""	""	""	""	"0.07"
"YGM"	"Yapı Kredi Portföy Emtia Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"1.893904"	"6"	"-0.9970"	"-2.0376"	"-2.6986"	"11.6329"	"25.0046"	"9.4042"	"25.2870"	"N/A"	"N/A"	"11.21"	"0.44"	"-3.10"	"7.73"	"104"	"41.60"	"-7.95"	"2"	"117492089"	"891"	"2.48"	""	"62036996"	"0.12"	"1"	"3"	"1"	"999999999999999"	"1"	"1000000000000000"	""	"8.65"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.68"	""	""	""	"51.97"	"22.13"	""	""	""	"11.57"
"YNL"	"Yapı Kredi Portföy Caddebostan Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"35.811546"	"6"	"-0.3892"	"-0.2333"	"0.2672"	"5.5205"	"2.6558"	"10.3940"	"15.9939"	"N/A"	"N/A"	"14.57"	"0.91"	"-3.03"	"13.83"	"76"	"30.40"	"-13.59"	"2"	"133498605"	"1"	"0.40"	""	"3727809"	"0.01"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.64"	"0.14"	""	"94.39"	""	""	""	""	""	""	""	""	""	""	"4.83"	""	""	""	""	""
"YON"	"Yapı Kredi Portföy Ortaköy Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"N/A"	"6"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"2"	"N/A"	"N/A"	"1.00"	""	"N/A"	"N/A"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
